Property_Class,Property_Address,Property_City,Sale_Date,Sale_Price,Land_Square_Feet,Age,Rooms,Bedrooms,Basement,Central_Heating,Central_Air_Conditioning,Fireplaces,Full_Baths,Half_Baths,Sale_Year,Sale_Month
202,6469 N NEWARK AVE,CHICAGO,2019-09-26,389830.0,3246.0,91,8,4,Full,Warm Air Furnace,No Central A/C,0.0,8,0.0,2019,9
205,5918 W FITCH AVE,CHICAGO,2019-07-17,530000.0,5000.0,76,8,3,Full,Warm Air Furnace,Central A/C,0.0,8,0.0,2019,7
278,7122 N ODELL AVE,CHICAGO,2020-08-17,960000.0,5750.0,3,8,4,Full,Warm Air Furnace,Central A/C,2.0,8,1.0,2020,8
205,6776 N KEOTA AVE,CHICAGO,2018-01-13,425000.0,4960.0,82,8,4,Partial,Warm Air Furnace,Central A/C,1.0,8,1.0,2018,1
204,2501 W LUNT AVE,CHICAGO,2020-11-19,650000.0,6260.0,94,7,4,Full,Hot Water Steam,No Central A/C,0.0,7,1.0,2020,11
204,6646 N OCONTO AVE,CHICAGO,2019-12-19,570000.0,4125.0,88,8,4,Full,Warm Air Furnace,Central A/C,1.0,8,0.0,2019,12
295,6536 N CALIFORNIA AVE,CHICAGO,2019-07-05,346000.0,1132.0,21,7,3,Partial,Warm Air Furnace,Central A/C,0.0,7,0.0,2019,7
205,2700 W CHASE AVE,CHICAGO,2020-10-21,475000.0,4905.0,70,6,3,Full,Warm Air Furnace,Central A/C,1.0,6,1.0,2020,10
203,6640 N NORTHWEST HWY,CHICAGO,2019-09-12,310000.0,3125.0,40,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,9
204,6456 N OLIPHANT AVE,CHICAGO,2020-11-10,490000.0,4375.0,80,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2020,11
206,6725 N MOZART ST,CHICAGO,2019-05-09,400000.0,4059.0,72,8,3,Full,Warm Air Furnace,Central A/C,1.0,8,1.0,2019,5
203,6947 N OLEANDER AVE,CHICAGO,2019-12-19,375000.0,7350.0,96,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2019,12
295,2508 W BIRCHWOOD AVE,CHICAGO,2018-08-24,257750.0,2213.0,61,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,1.0,2018,8
206,6443 N LEOTI AVE,CHICAGO,2019-04-10,520000.0,6200.0,80,7,4,Full,Warm Air Furnace,No Central A/C,1.0,7,1.0,2019,4
203,2633 W MORSE AVE,CHICAGO,2019-10-16,320000.0,3100.0,99,6,3,Full,Warm Air Furnace,Central A/C,1.0,6,0.0,2019,10
234,6922 N DOWAGIAC AVE,CHICAGO,2019-12-05,389000.0,5000.0,45,5,3,Partial,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,12
234,6923 N CHICORA AVE,CHICAGO,2020-01-10,365000.0,5450.0,51,7,4,Partial,Warm Air Furnace,Central A/C,0.0,7,1.0,2020,1
205,3045 W FARGO AVE,CHICAGO,2019-06-17,495000.0,3720.0,68,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,6
203,2654 W PRATT BLVD,CHICAGO,2019-01-15,295000.0,3960.0,65,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2019,1
205,6753 N WILDWOOD AVE,CHICAGO,2018-08-13,410000.0,6840.0,79,5,3,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,8
203,6500 N CHICORA AVE,CHICAGO,2020-12-04,516500.0,6927.0,69,6,4,Full,Warm Air Furnace,Central A/C,3.0,6,1.0,2020,12
205,3045 W CHASE AVE,CHICAGO,2019-01-18,345000.0,3968.0,79,6,3,Full,Warm Air Furnace,No Central A/C,1.0,6,1.0,2019,1
203,7114 W DEVON AVE,CHICAGO,2020-12-08,349900.0,5125.0,65,4,3,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,12
203,6910 N OTTAWA AVE,CHICAGO,2020-08-14,399900.0,4118.0,94,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2020,8
278,6631 W IMLAY ST,CHICAGO,2020-02-21,360000.0,4250.0,9,8,4,Full,Warm Air Furnace,Central A/C,1.0,8,1.0,2020,2
202,6415 N WHIPPLE ST,CHICAGO,2018-09-24,298000.0,4062.0,68,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,9
205,5905 W TOUHY AVE,CHICAGO,2020-12-22,387000.0,4312.0,70,7,3,Full,Warm Air Furnace,Central A/C,0.0,7,1.0,2020,12
206,2957 W FITCH AVE,CHICAGO,2020-10-20,570000.0,3936.0,65,8,4,Full,Warm Air Furnace,Central A/C,0.0,8,2.0,2020,10
205,7404 N ODELL AVE,CHICAGO,2019-08-15,268000.0,5125.0,75,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2019,8
204,6808 N OLEANDER AVE,CHICAGO,2019-10-30,355000.0,5145.0,96,8,4,Full,Warm Air Furnace,No Central A/C,0.0,8,1.0,2019,10
205,6754 N CAMPBELL AVE,CHICAGO,2019-04-19,312000.0,3125.0,69,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2019,4
278,3154 W WALLEN AVE,CHICAGO,2020-04-17,460000.0,4216.0,6,7,4,Full,Warm Air Furnace,Central A/C,0.0,7,1.0,2020,4
203,6704 N WILDWOOD AVE,CHICAGO,2020-04-22,472500.0,5634.0,78,5,3,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,4
203,7320 N OVERHILL AVE,CHICAGO,2018-06-27,295000.0,3750.0,64,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,6
204,6907 N MINNETONKA AVE,CHICAGO,2018-06-06,378000.0,5450.0,52,5,3,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,6
203,7227 W GREENLEAF AVE,CHICAGO,2020-03-03,335000.0,4940.0,70,6,3,Partial,Warm Air Furnace,No Central A/C,0.0,6,0.0,2020,3
202,6832 N OSCEOLA AVE,CHICAGO,2020-08-21,290000.0,3675.0,58,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,8
203,6518 N HIAWATHA AVE,CHICAGO,2020-05-28,535000.0,4960.0,70,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2020,5
202,7315 W COYLE AVE,CHICAGO,2018-11-20,547500.0,4720.0,95,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,11
204,7126 N MELVINA AVE,CHICAGO,2020-08-20,519000.0,5320.0,65,7,3,Full,Warm Air Furnace,Central A/C,0.0,7,0.0,2020,8
205,6655 W HAYES AVE,CHICAGO,2018-11-07,220000.0,3750.0,97,8,4,Full,Warm Air Furnace,Central A/C,0.0,8,1.0,2018,11
206,6550 N FAIRFIELD AVE,CHICAGO,2020-12-17,475000.0,6187.0,73,8,4,Full,Warm Air Furnace,Central A/C,1.0,8,2.0,2020,12
203,7339 W GREENLEAF AVE,CHICAGO,2019-06-17,384000.0,5000.0,98,6,4,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2019,6
204,7712 W NORTH SHORE AVE,CHICAGO,2018-11-05,544000.0,6250.0,91,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2018,11
210,6420 N TROY ST,CHICAGO,2018-05-09,155000.0,2250.0,68,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,5
234,6932 N OLEANDER AVE,CHICAGO,2018-08-24,487500.0,7350.0,58,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2018,8
203,6377 N SAYRE AVE,CHICAGO,2019-03-20,350000.0,4125.0,93,8,4,Full,Warm Air Furnace,No Central A/C,0.0,8,0.0,2019,3
205,2645 W JARLATH ST,CHICAGO,2018-08-02,500000.0,3720.0,66,7,3,Partial,Warm Air Furnace,Central A/C,0.0,7,1.0,2018,8
203,7501 N OCONTO AVE,CHICAGO,2018-09-05,365000.0,3750.0,63,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,9
202,7339 W TOUHY AVE,CHICAGO,2018-07-27,334750.0,3936.0,66,4,2,Full,Warm Air Furnace,Central A/C,0.0,4,0.0,2018,7
203,7216 N OCONTO AVE,CHICAGO,2019-04-08,469000.0,5625.0,73,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2019,4
202,6474 N NEWCASTLE AVE,CHICAGO,2020-10-26,405000.0,3100.0,93,4,2,Full,Warm Air Furnace,Central A/C,0.0,4,0.0,2020,10
205,6733 N OLYMPIA AVE,CHICAGO,2018-10-10,572500.0,6050.0,95,7,3,Full,Hot Water Steam,No Central A/C,0.0,7,1.0,2018,10
205,7066 N MOSELLE AVE,CHICAGO,2018-06-05,540000.0,5625.0,75,9,4,Partial,Electric Heater,Central A/C,1.0,9,0.0,2018,6
203,7541 N OCTAVIA AVE,CHICAGO,2019-08-21,389990.0,3750.0,65,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2019,8
203,2748 W JEROME ST,CHICAGO,2020-11-08,368000.0,3875.0,66,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2020,11
205,6759 N MAPLEWOOD AVE,CHICAGO,2020-09-24,383000.0,4125.0,70,8,4,Full,Warm Air Furnace,Central A/C,1.0,8,1.0,2020,9
278,7259 N OTTAWA AVE,CHICAGO,2019-05-15,599500.0,4085.0,63,7,4,Full,Warm Air Furnace,Central A/C,0.0,7,0.0,2019,5
234,6821 N WAUKESHA AVE,CHICAGO,2018-05-07,435000.0,7045.0,48,5,3,Partial,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,5
234,7040 N ROCKWELL ST,CHICAGO,2018-11-14,360000.0,3828.0,65,7,4,Partial,Warm Air Furnace,Central A/C,0.0,7,1.0,2018,11
203,7314 N OCONTO AVE,CHICAGO,2020-10-20,375000.0,5625.0,67,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,10
205,2830 W JEROME ST,CHICAGO,2019-09-16,410000.0,3720.0,68,7,3,Full,Warm Air Furnace,Central A/C,0.0,7,1.0,2019,9
205,6748 N MAPLEWOOD AVE,CHICAGO,2018-05-23,432500.0,4875.0,72,6,4,Full,Warm Air Furnace,Central A/C,1.0,6,1.0,2018,5
202,6557 N TROY ST,CHICAGO,2018-08-17,320000.0,4387.0,67,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2018,8
202,6716 N KEOTA AVE,CHICAGO,2019-02-05,400000.0,6250.0,82,6,2,Full,Warm Air Furnace,Central A/C,1.0,6,1.0,2019,2
202,6755 N OLIPHANT AVE,CHICAGO,2018-01-05,325000.0,6200.0,97,7,4,Full,Warm Air Furnace,Central A/C,0.0,7,0.0,2018,1
203,7506 N OVERHILL AVE,CHICAGO,2020-05-20,325000.0,3750.0,62,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,1.0,2020,5
206,6738 N TALMAN AVE,CHICAGO,2019-06-04,395000.0,4125.0,93,9,4,Full,Hot Water Steam,No Central A/C,0.0,9,0.0,2019,6
205,2950 W JARVIS AVE,CHICAGO,2018-08-10,470000.0,3720.0,66,8,4,Full,Warm Air Furnace,Central A/C,0.0,8,1.0,2018,8
205,6456 N MINNEHAHA AVE,CHICAGO,2020-12-15,550000.0,4960.0,81,7,4,Full,Warm Air Furnace,Central A/C,1.0,7,1.0,2020,12
206,6935 N OTTAWA AVE,CHICAGO,2018-06-14,637000.0,4055.0,66,7,3,Full,Warm Air Furnace,Central A/C,0.0,7,1.0,2018,6
204,6433 N LEOTI AVE,CHICAGO,2018-10-01,540000.0,6200.0,36,7,4,Full,Warm Air Furnace,Central A/C,1.0,7,1.0,2018,10
205,6650 W HAYES AVE,CHICAGO,2020-07-15,418000.0,3750.0,97,7,3,Full,Warm Air Furnace,No Central A/C,0.0,7,1.0,2020,7
205,2949 W FARGO AVE,CHICAGO,2019-08-19,157500.0,3720.0,70,8,4,Full,Warm Air Furnace,Central A/C,2.0,8,1.0,2019,8
203,6830 N DOWAGIAC AVE,CHICAGO,2019-04-29,377000.0,5168.0,50,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2019,4
203,6515 N NIXON AVE,CHICAGO,2019-07-22,298000.0,4687.0,69,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,7
205,2842 W CHASE AVE,CHICAGO,2019-02-04,290000.0,3720.0,81,7,3,Full,Warm Air Furnace,Central A/C,1.0,7,0.0,2019,2
203,7217 W IBSEN ST,CHICAGO,2020-05-21,312000.0,5200.0,93,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2020,5
203,6720 W IMLAY ST,CHICAGO,2020-10-25,412500.0,8150.0,62,6,4,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2020,10
205,6860 N WILDWOOD AVE,CHICAGO,2019-02-15,550100.0,10640.0,79,5,3,Slab,Warm Air Furnace,No Central A/C,0.0,5,1.0,2019,2
206,7440 N CAMPBELL AVE,CHICAGO,2018-06-08,368000.0,3808.0,97,9,6,Full,Hot Water Steam,No Central A/C,0.0,9,0.0,2018,6
203,2428 W SHERWIN AVE,CHICAGO,2018-02-23,200000.0,4588.0,66,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2018,2
204,6954 N ORIOLE AVE,CHICAGO,2019-04-05,390000.0,8237.0,99,7,4,Full,Hot Water Steam,No Central A/C,0.0,7,0.0,2019,4
203,7511 N OSCEOLA AVE,CHICAGO,2019-07-03,400000.0,3750.0,65,6,4,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2019,7
234,7353 N OCONTO AVE,CHICAGO,2020-04-17,350000.0,4500.0,65,5,3,Partial,Warm Air Furnace,No Central A/C,0.0,5,1.0,2020,4
203,6417 N LEOTI AVE,CHICAGO,2020-02-22,385000.0,5162.0,69,5,2,Full,Warm Air Furnace,Central A/C,0.0,5,1.0,2020,2
210,6541 N KEDZIE AVE,CHICAGO,2019-07-16,233000.0,2340.0,67,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2019,7
278,6668 W IMLAY ST,CHICAGO,2020-03-09,619000.0,3750.0,62,9,5,Full,Warm Air Furnace,Central A/C,0.0,9,0.0,2020,3
203,6700 N SIOUX AVE,CHICAGO,2018-10-15,459000.0,5900.0,92,6,2,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2018,10
203,7130 W SCHREIBER AVE,CHICAGO,2018-11-01,280000.0,4375.0,49,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2018,11
203,7500 N OVERHILL AVE,CHICAGO,2020-08-28,370000.0,3485.0,62,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2020,8
203,6518 N WASHTENAW AVE,CHICAGO,2018-09-26,500000.0,4125.0,95,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,1.0,2018,9
203,2714 W ESTES AVE,CHICAGO,2020-04-01,293000.0,4650.0,67,6,3,Full,Warm Air Furnace,Central A/C,1.0,6,1.0,2020,4
205,7326 W IBSEN ST,CHICAGO,2019-06-03,330000.0,4720.0,90,7,4,Full,Warm Air Furnace,No Central A/C,1.0,7,1.0,2019,6
203,6443 N MOZART ST,CHICAGO,2020-10-17,325000.0,4062.0,94,6,4,Full,Hot Water Steam,No Central A/C,0.0,6,1.0,2020,10
203,2842 W SHERWIN AVE,CHICAGO,2019-12-26,315800.0,3720.0,90,8,5,Full,Hot Water Steam,No Central A/C,0.0,8,1.0,2019,12
203,7437 N OLCOTT AVE,CHICAGO,2020-09-04,292000.0,5000.0,67,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2020,9
205,3129 W BIRCHWOOD AVE,CHICAGO,2019-07-22,300000.0,3690.0,68,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,7
203,7452 N CALIFORNIA AVE,CHICAGO,2019-09-11,331500.0,5040.0,68,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2019,9
203,7024 N OSCEOLA AVE,CHICAGO,2018-07-24,380000.0,5494.0,95,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,7
205,7153 N MCALPIN AVE,CHICAGO,2018-07-10,635000.0,5625.0,72,6,3,Full,Warm Air Furnace,Central A/C,1.0,6,0.0,2018,7
234,6906 N ALGONQUIN AVE,CHICAGO,2020-11-11,501000.0,5559.0,52,6,3,Partial,Warm Air Furnace,Central A/C,1.0,6,1.0,2020,11
205,2611 W JARLATH ST,CHICAGO,2020-07-30,365000.0,3720.0,74,6,3,Full,Warm Air Furnace,Central A/C,1.0,6,1.0,2020,7
278,6645 N ODELL AVE,CHICAGO,2018-06-29,820000.0,4375.0,6,8,4,Full,Warm Air Furnace,Central A/C,1.0,8,1.0,2018,6
205,6816 N OLCOTT AVE,CHICAGO,2020-01-11,500000.0,8085.0,127,7,4,Full,Warm Air Furnace,Central A/C,0.0,7,1.0,2020,1
203,6759 N OZANAM AVE,CHICAGO,2018-01-18,315000.0,3924.0,77,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2018,1
203,7115 N MOBILE AVE,CHICAGO,2019-07-25,370000.0,5535.0,68,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2019,7
234,6838 N CENTRAL AVE,CHICAGO,2020-02-22,300000.0,5076.0,50,6,3,Partial,Warm Air Furnace,Central A/C,0.0,6,1.0,2020,2
204,6633 N HIAWATHA AVE,CHICAGO,2019-04-09,505000.0,7080.0,92,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,4
210,7512 W DEVON AVE,CHICAGO,2020-07-07,260000.0,2750.0,77,5,2,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2020,7
205,6944 N OSCEOLA AVE,CHICAGO,2018-11-14,605000.0,7350.0,96,6,4,Full,Hot Water Steam,Central A/C,1.0,6,2.0,2018,11
205,7136 N OTTAWA AVE,CHICAGO,2018-06-11,480000.0,6255.0,72,7,4,Full,Warm Air Furnace,Central A/C,0.0,7,1.0,2018,6
203,6747 N HIAWATHA AVE,CHICAGO,2020-08-20,515000.0,4960.0,82,7,3,Full,Warm Air Furnace,Central A/C,1.0,7,1.0,2020,8
278,6930 N WILDWOOD AVE,CHICAGO,2018-10-26,1182000.0,9120.0,3,8,4,Full,Warm Air Furnace,Central A/C,1.0,8,1.0,2018,10
203,7516 N ORIOLE AVE,CHICAGO,2019-04-05,339000.0,5625.0,66,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2019,4
205,6748 N IONIA AVE,CHICAGO,2019-08-19,630000.0,5901.0,73,6,3,Slab,Warm Air Furnace,No Central A/C,0.0,6,1.0,2019,8
202,7452 N OTTAWA AVE,CHICAGO,2019-08-28,567500.0,3750.0,67,4,2,Full,Warm Air Furnace,Central A/C,0.0,4,0.0,2019,8
203,2818 W JEROME ST,CHICAGO,2018-10-23,635700.0,3720.0,68,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2018,10
209,6751 N EDGEBROOK TER,CHICAGO,2020-08-05,1625000.0,12851.0,15,12,4,Full,Warm Air Furnace,Central A/C,2.0,12,1.0,2020,8
205,6648 N RICHMOND ST,CHICAGO,2018-09-14,345000.0,4026.0,72,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2018,9
202,6516 N OAK PARK AVE,CHICAGO,2020-11-28,309900.0,5100.0,94,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,11
295,2551 W HOWARD ST,CHICAGO,2019-08-06,250000.0,2165.0,61,5,3,Full,Warm Air Furnace,Central A/C,1.0,5,1.0,2019,8
205,7038 N ODELL AVE,CHICAGO,2020-03-13,427500.0,5375.0,83,6,3,Full,Warm Air Furnace,No Central A/C,1.0,6,1.0,2020,3
202,7305 N OCONTO AVE,CHICAGO,2020-12-30,504000.0,4125.0,66,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,12
204,6754 N FRANCISCO AVE,CHICAGO,2019-06-25,306000.0,6041.0,68,7,3,Full,Warm Air Furnace,Central A/C,1.0,7,1.0,2019,6
205,6819 N CALDWELL AVE,CHICAGO,2020-09-14,400000.0,5650.0,75,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2020,9
203,6545 N NORDICA AVE,CHICAGO,2020-10-26,249000.0,4687.0,106,7,4,Full,Warm Air Furnace,Central A/C,1.0,7,1.0,2020,10
203,2832 W JEROME ST,CHICAGO,2020-06-08,360000.0,3720.0,70,8,3,Full,Warm Air Furnace,Central A/C,0.0,8,0.0,2020,6
203,7049 N OZANAM AVE,CHICAGO,2018-01-24,815000.0,4567.0,72,6,4,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2018,1
203,2933 W CHASE AVE,CHICAGO,2019-09-09,249700.0,3968.0,94,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2019,9
206,7227 W COYLE AVE,CHICAGO,2020-12-08,500000.0,4720.0,87,8,4,Partial,Warm Air Furnace,Central A/C,1.0,8,0.0,2020,12
234,6537 N MINNETONKA AVE,CHICAGO,2018-08-01,582250.0,6766.0,50,5,3,Partial,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,8
206,6917 N WILDWOOD AVE,CHICAGO,2019-01-23,500000.0,7980.0,82,8,4,Partial,Warm Air Furnace,No Central A/C,0.0,8,0.0,2019,1
203,6615 N OLMSTED AVE,CHICAGO,2020-03-13,675000.0,4800.0,99,6,4,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2020,3
205,7353 N ODELL AVE,CHICAGO,2020-06-26,285000.0,4875.0,70,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,6
203,2805 W COYLE AVE,CHICAGO,2019-07-18,350000.0,3690.0,65,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2019,7
203,2842 W MORSE AVE,CHICAGO,2019-09-26,390000.0,5289.0,66,7,4,Full,Warm Air Furnace,Central A/C,0.0,7,1.0,2019,9
205,3021 W CHASE AVE,CHICAGO,2018-02-16,420000.0,3720.0,66,7,3,Full,Warm Air Furnace,Central A/C,0.0,7,1.0,2018,2
203,7133 N MOBILE AVE,CHICAGO,2020-09-25,350000.0,5535.0,68,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2020,9
203,6737 N JEAN AVE,CHICAGO,2018-05-09,440000.0,6840.0,82,4,3,Full,Warm Air Furnace,Central A/C,1.0,4,0.0,2018,5
203,6637 N ARTESIAN AVE,CHICAGO,2018-05-25,235000.0,4125.0,64,5,2,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,5
203,6681 W IMLAY ST,CHICAGO,2018-01-12,368000.0,4475.0,67,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,1
203,6416 N OXFORD AVE,CHICAGO,2020-10-08,499200.0,3750.0,95,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2020,10
203,6426 N NEW ENGLAND AVE,CHICAGO,2020-03-16,430750.0,3300.0,91,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2020,3
203,7502 N OVERHILL AVE,CHICAGO,2020-11-01,350000.0,3750.0,62,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,1.0,2020,11
203,6421 N LEOTI AVE,CHICAGO,2019-02-05,400000.0,6200.0,84,6,3,Full,Warm Air Furnace,Central A/C,1.0,6,1.0,2019,2
278,6900 N MINNETONKA AVE,CHICAGO,2020-06-25,440000.0,5995.0,52,7,5,Slab,Warm Air Furnace,No Central A/C,0.0,7,0.0,2020,6
204,2717 W MORSE AVE,CHICAGO,2018-08-21,450000.0,4650.0,96,8,4,Full,Hot Water Steam,No Central A/C,1.0,8,0.0,2018,8
203,6669 W SCHREIBER AVE,CHICAGO,2018-07-12,413000.0,4000.0,69,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,7
203,6826 N DOWAGIAC AVE,CHICAGO,2019-07-01,459900.0,5168.0,52,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,7
205,7343 N OLCOTT AVE,CHICAGO,2020-09-04,410000.0,6000.0,69,7,2,Full,Warm Air Furnace,Central A/C,0.0,7,0.0,2020,9
205,7400 N TALMAN AVE,CHICAGO,2019-04-11,371000.0,3850.0,66,7,4,Full,Warm Air Furnace,Central A/C,1.0,7,1.0,2019,4
205,2504 W JARVIS AVE,CHICAGO,2020-02-21,390000.0,3720.0,67,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2020,2
202,7337 N MCVICKER AVE,CHICAGO,2019-08-07,528000.0,5160.0,70,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,8
205,2925 W FITCH AVE,CHICAGO,2020-01-12,372500.0,3936.0,83,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2020,1
202,6671 W IMLAY ST,CHICAGO,2020-06-18,180000.0,3750.0,98,3,2,Slab,Warm Air Furnace,No Central A/C,0.0,3,0.0,2020,6
202,7521 N OCONTO AVE,CHICAGO,2018-05-04,285000.0,4005.0,65,4,2,Partial,Warm Air Furnace,Central A/C,0.0,4,0.0,2018,5
203,7315 N OCONTO AVE,CHICAGO,2020-10-10,290000.0,3750.0,66,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2020,10
205,6771 N KEOTA AVE,CHICAGO,2020-07-08,370000.0,4960.0,71,5,3,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,7
203,7065 N MASON AVE,CHICAGO,2020-09-17,485000.0,5000.0,79,5,2,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2020,9
203,2725 W MORSE AVE,CHICAGO,2019-04-08,301000.0,4650.0,94,7,3,Full,Hot Water Steam,No Central A/C,0.0,7,1.0,2019,4
203,7539 N ODELL AVE,CHICAGO,2018-06-20,346000.0,5625.0,66,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,6
278,2547 W FARWELL AVE,CHICAGO,2019-06-12,670000.0,3993.0,14,8,4,Partial,Warm Air Furnace,Central A/C,2.0,8,1.0,2019,6
205,7242 W IBSEN ST,CHICAGO,2019-10-03,698750.0,4720.0,80,4,2,Full,Warm Air Furnace,Central A/C,0.0,4,0.0,2019,10
203,7730 W FARGO AVE,CHICAGO,2018-03-30,400000.0,5250.0,66,5,3,Partial,Warm Air Furnace,No Central A/C,1.0,5,0.0,2018,3
205,6758 N DOWAGIAC AVE,CHICAGO,2018-07-24,537000.0,6500.0,79,6,3,Full,Warm Air Furnace,Central A/C,2.0,6,1.0,2018,7
203,6459 N NORDICA AVE,CHICAGO,2020-10-09,335000.0,7160.0,64,5,3,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,10
204,7132 N MCALPIN AVE,CHICAGO,2019-01-24,550000.0,5160.0,72,8,4,Slab,Warm Air Furnace,Central A/C,0.0,8,1.0,2019,1
206,7045 N MOSELLE AVE,CHICAGO,2018-05-25,765000.0,5623.0,76,6,3,Full,Warm Air Furnace,Central A/C,1.0,6,1.0,2018,5
203,7649 W HOWARD ST,CHICAGO,2020-04-10,305000.0,5920.0,66,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,4
206,6944 N TONTY AVE,CHICAGO,2020-02-20,675000.0,14953.0,76,8,4,Full,Warm Air Furnace,No Central A/C,2.0,8,1.0,2020,2
278,6940 N WILDWOOD AVE,CHICAGO,2018-09-27,1110000.0,6840.0,3,8,4,Full,Warm Air Furnace,Central A/C,1.0,8,1.0,2018,9
205,6818 N ORIOLE AVE,CHICAGO,2018-11-02,472000.0,4425.0,100,7,4,Slab,Warm Air Furnace,No Central A/C,0.0,7,1.0,2018,11
